hillClimber, blacksmoke,3695,0,0.372936401,74.42787551,0.001,0.909848941,19.99709403
ICELab, blacksmoke,2885,0.001733102,4.857192374,74.45441941,0.042594454,3.595390163,116.1177303
jaydee, blacksmoke,3365,0.000594354,3.082912333,119.5667162,0.025372123,2.273117148,124.487882
MaastCTS2, blacksmoke,3570,0.005882353,5.319887955,146.6128852,0.077470588,4.506791106,327.3701872
MH2015, blacksmoke,6360,0.002672956,2.747798742,104.8907233,0.052631495,3.187633572,180.1868401
mrtndwrd, blacksmoke,3202,0,0.490630856,94.45252967,0.001,0.960227992,48.84089737
muzzle, blacksmoke,3620,0.021270718,3.281767956,170.0588398,0.145285394,3.056499375,263.3673854
NovelTS, blacksmoke,3480,0.138505747,15.01293103,203.4152299,0.346430029,7.503344808,320.2452908
NovTea, blacksmoke,3480,0.000287356,5.868390805,165.3761494,0.017949152,4.44301864,372.5389583
Number27, blacksmoke,3360,0.031845238,4.249107143,136.4357143,0.176587924,5.444390961,243.0183256
Return42, blacksmoke,3455,0.000289436,4.29869754,87.53342981,0.018010345,4.631226749,116.2518772
sampleMCTS, blacksmoke,3335,0.00149925,3.002998501,101.6557721,0.039691118,3.796443098,47.19172299
sampleRHEA, blacksmoke,3620,0,1.916574586,89.80607735,0.001,2.70166523,51.57877595
simulatedAnnealing, blacksmoke,3570,0,0.245658263,72.18487395,0.001,0.663640018,19.46797977
SJA86, blacksmoke,3295,0.001213961,1.172382398,100.0506829,0.035820782,1.84795844,66.14002376
SJA862, blacksmoke,4540,0.011013216,6.728854626,109.485022,0.105364385,5.921791783,209.9480531
TeamTopbug, blacksmoke,3410,0.00058651,3.326392962,122.5853372,0.025210871,2.387897558,157.9584504
thorbjrn, blacksmoke,3540,0.122881356,10.49491525,123.4649718,0.329300972,9.04750428,267.2684196
TomVodo, blacksmoke,3180,0.004716981,0.99591195,108.0235849,0.069518109,1.543576752,107.7695469
YBCriber, blacksmoke,3212,0.002801993,5.594333748,124.6737235,0.053859638,5.318925257,104.3626688
adrienctx, boloadventures,621,0.001610306,0.99194847,1997.916264,0.041096295,1.434979038,51.88460573
aStar, boloadventures,735,0,0.002721088,2000,0.001,0.053093033,0
AtheneAI, boloadventures,228,0.00877193,1.627192982,1995.574561,0.094246893,1.787046555,30.71799664
bladerunner, boloadventures,510,0,0.498039216,1996.209804,0.001,0.863620312,85.51072116
CatLinux, boloadventures,1057,0,0.82781457,2000,0.001,1.537272951,0
evolutionStrategies, boloadventures,890,0.003370787,0.814606742,1928.313483,0.058960541,1.506200764,300.6892112
greedySearch, boloadventures,980,0,0.431632653,1586.476531,0.001,0.828104235,789.5294158
hillClimber, boloadventures,1010,0,0.638613861,1594.161386,0.001,1.170367291,778.1551149
ICELab, boloadventures,518,0,0.681467181,2000,0.001,1.095424343,0
jaydee, boloadventures,685,0.027737226,0.138686131,1946.056934,0.165218977,0.822094887,319.3801725
MaastCTS2, boloadventures,856,0,0.84228972,2000,0.001,1.289749445,0
MH2015, boloadventures,3665,0.003274216,0.963710778,1995.067667,0.058127008,1.424077534,83.2399402
mrtndwrd, boloadventures,560,-0.003571429,0.001785714,1797.776786,0.060654618,0.043219966,501.6658092
muzzle, boloadventures,935,0,0.49197861,2000,0.001,0.884412101,0
NovelTS, boloadventures,780,0.061538462,0.307692308,1880.05,0.241315375,1.202576873,468.4331727
NovTea, boloadventures,790,0,0.591139241,2000,0.001,0.896090671,0
Number27, boloadventures,660,0.001515152,0.481818182,1997.560606,0.039895447,1.135033976,62.62167037
Return42, boloadventures,755,0.033112583,1.765562914,1962.2,0.179930544,3.067482904,217.546502
sampleMCTS, boloadventures,670,0.001492537,0.87761194,1924.492537,0.039604529,1.627260328,317.2245202
sampleRHEA, boloadventures,925,0,0.751351351,1952.018378,0.001,1.351399665,246.1115824
simulatedAnnealing, boloadventures,880,0,0.372727273,1589.644318,0.001,0.798542714,790.8800332
SJA86, boloadventures,605,0.001652893,0.753719008,1845.52562,0.041622168,1.297087011,454.2261367
SJA862, boloadventures,1847,0.004872767,0.40498105,1990.239307,0.070634925,0.918576129,136.6371747
TeamTopbug, boloadventures,705,0.046808511,0.234042553,1908.502128,0.212228488,1.057142438,412.9018846
thorbjrn, boloadventures,837,0.010752688,0.400238949,1966.200717,0.104136162,1.039632471,250.8536448
TomVodo, boloadventures,496,0,0.659274194,1897.044355,0.001,1.201988621,374.7701904
YBCriber, boloadventures,520,0,0.382692308,2000,0.001,0.812982653,0
adrienctx, bomber,955,0.19895288,9.579057592,880.7036649,0.400212514,9.407513347,258.7651812
aStar, bomber,1063,0,0,1000,0.001,0.001,0
AtheneAI, bomber,550,0.025454545,3.221818182,988.6563636,0.158501148,7.91909644,82.74708512
bladerunner, bomber,827,0.065296252,7.182587666,953.9068924,0.248047872,8.056387861,173.37377
CatLinux, bomber,1385,0.137906137,10.40649819,913.8953069,0.345801442,10.14010974,238.9329858
evolutionStrategies, bomber,1210,0.09338843,5.933884298,894.9165289,0.291975997,7.165346454,279.0983129
greedySearch, bomber,1310,0,1.733587786,300.4061069,0.001,4.519496519,396.3204463
hillClimber, bomber,1335,0.005992509,4.017228464,530.2629213,0.078179007,6.793957564,398.5636728
ICELab, bomber,486,0.022633745,14.73251029,440.4156379,0.149732843,6.117365811,335.6895919
jaydee, bomber,1021,0,1.384916748,936.6307542,0.001,2.147387923,241.0524869
MaastCTS2, bomber,1200,0.494166667,17.34416667,610.47,0.500965971,11.96075401,419.3798884
MH2015, bomber,4010,0.077306733,6.38478803,851.7598504,0.268077521,8.328511597,307.4215808
mrtndwrd, bomber,860,0.008139535,2.648837209,712.2034884,0.090851449,4.946275974,416.2589833
muzzle, bomber,1246,0.245585875,10.79614767,814.223114,0.431434029,9.091600755,341.6328556
NovelTS, bomber,1102,0.251361162,12.1923775,833.2749546,0.434795722,8.75521682,312.0904252
NovTea, bomber,1116,0.748207885,20.21863799,338.2007168,0.435042447,11.94729006,305.115107
Number27, bomber,975,0.294358974,12.37538462,827.9630769,0.456754066,11.21448132,338.0053719
Return42, bomber,1090,0.304587156,11.45229358,594.6926606,0.461232355,10.31746138,439.1744591
sampleMCTS, bomber,1000,0.001,2.321,999.893,0.032606961,5.816321057,1.430926623
sampleRHEA, bomber,1255,0.09561753,9.341035857,937.3665339,0.295066009,9.737694329,204.0984596
simulatedAnnealing, bomber,1205,0,0.868049793,292.9692946,0.001,3.138779419,392.2807466
SJA86, bomber,945,0.002116402,1.120634921,998.4846561,0.046955663,3.957141514,31.80349765
SJA862, bomber,2170,0.2640553,12.3156682,567.5585253,0.441828876,9.14669142,382.0917671
TeamTopbug, bomber,1040,0,0.524038462,999.0528846,0.001,1.64691541,30.52886546
thorbjrn, bomber,1160,0.053448276,5.982758621,423.5318966,0.225925671,5.896034086,461.8940269
TomVodo, bomber,835,0.001197605,0.978443114,999.9461078,0.035585698,3.618921456,0.577600706
YBCriber, bomber,850,0.027058824,3.924705882,985.0070588,0.163254872,6.342384259,90.92124554
adrienctx, bomberman,1715,0.270553936,19.88454811,652.8524781,0.445245995,13.56890804,482.2600642
aStar, bomberman,1830,0.266120219,9.371584699,225.8874317,0.442927876,9.551479129,231.8303304
AtheneAI, bomberman,1309,0.012223071,6.138273491,68.07944996,0.110880242,6.549751915,55.40739966
bladerunner, bomberman,1616,0.145420792,17.05136139,796.924505,0.353524588,13.83154127,748.9066208
CatLinux, bomberman,2145,0.265268065,20.58321678,405.5095571,0.442475842,13.4773437,430.5708858
evolutionStrategies, bomberman,2010,0.162686567,7.849253731,64.75820896,0.37007946,7.720759614,40.58741864
greedySearch, bomberman,2080,0.011538462,6.451923077,73.82211538,0.107795718,6.299167938,54.07376631
hillClimber, bomberman,2105,0,3.263657957,42.53586698,0.001,4.309675987,33.99240898
ICELab, bomberman,1305,0.034482759,7.347126437,880.5816092,0.183465608,9.298210545,820.7790839
jaydee, bomberman,1804,0.007206208,2.779933481,1320.982816,0.085582971,4.856885039,751.9846183
MaastCTS2, bomberman,1980,0.265656566,20.73282828,457.8262626,0.442682188,14.28286082,554.7545568
MH2015, bomberman,4775,0.02973822,7.053612565,91.70680628,0.170864235,6.845209157,70.24637797
mrtndwrd, bomberman,1635,0.009174312,3.281957187,868.1816514,0.096342246,5.062397816,818.8844478
muzzle, bomberman,2027,0.77701036,33.82585101,551.4657129,0.417251439,14.57729716,597.1240259
NovelTS, bomberman,1895,0.065963061,6.665963061,1606.384169,0.249217516,6.919429925,665.2209871
